name,fuel,seller_type,gear_box,owner,torque,production_year,km_driven,mileage,engine,max_power,seats
Tata Safari,Diesel,Individual,Manual,First Owner,320Nm@ 1500-3000rpm,0.9189189189189193,0.008472515480059785,0.3357142857142857,0.5218120805369127,0.36985,0.41666666666666663
Maruti Ciaz,Diesel,Individual,Manual,First Owner,200Nm@ 1750rpm,0.8648648648648631,0.046600741551632394,0.6240476190476191,0.2093959731543624,0.22125,0.24999999999999997
Renault KWID,Petrol,Individual,Manual,First Owner,72Nm@ 4386rpm,0.9189189189189193,0.010590750261813818,0.5992857142857143,0.05872483221476513,0.13325,0.24999999999999997
Toyota Innova,Diesel,Individual,Manual,First Owner,200Nm@ 1400-3400rpm,0.8378378378378386,0.05083721111514047,0.3092857142857143,0.6275167785234899,0.2515,0.41666666666666663
Maruti Alto,Petrol,Individual,Manual,First Owner,62Nm@ 3000rpm,0.621621621621621,0.01694545460707592,0.469047619047619,0.057718120805369116,0.11574999999999999,0.24999999999999997
Renault KWID,Petrol,Individual,Manual,First Owner,72Nm@ 4386rpm,0.9729729729729755,0.004236045916551717,0.5992857142857143,0.05872483221476513,0.13325,0.24999999999999997
Maruti Wagon,Petrol,Individual,Manual,First Owner,84Nm@ 3500rpm,0.7297297297297334,0.02753662851584609,0.44999999999999996,0.14664429530201342,0.1675,0.24999999999999997
Maruti Eeco,CNG,Individual,Manual,First Owner,85Nm@ 3000rpm,0.9729729729729755,0.004236045916551717,0.5223809523809524,0.19194630872483223,0.15425,0.24999999999999997
Mahindra Verito,Petrol,Individual,Manual,Second Owner,110Nm@ 3000rpm,0.7837837837837824,0.046600741551632394,0.3302380952380952,0.25704697986577185,0.1875,0.24999999999999997
Mahindra Bolero,Diesel,Individual,Manual,Second Owner,180 Nm at 1440-1500rpm,0.6756756756756772,0.05083721111514047,0.32380952380952377,0.6372483221476509,0.1575,0.41666666666666663
Maruti Eeco,Petrol,Individual,Manual,First Owner,101Nm@ 3000rpm,0.8648648648648631,0.030502157210301736,0.3659523809523809,0.19194630872483223,0.1825,0.24999999999999997
Maruti Ritz,Diesel,Individual,Manual,Second Owner,190Nm@ 2000rpm,0.8378378378378386,0.03774652016390054,0.5523809523809523,0.2093959731543624,0.18485,0.24999999999999997
Chevrolet Optra,Petrol,Individual,Manual,Second Owner,148Nm@ 3500rpm,0.621621621621621,0.03982239025001949,0.4142857142857142,0.3271812080536912,0.26,0.24999999999999997
Hyundai EON,Petrol,Individual,Manual,Second Owner,74.5Nm@ 4000rpm,0.8648648648648631,0.05083721111514047,0.5023809523809524,0.06375838926174496,0.138,0.24999999999999997
Chevrolet Spark,Petrol,Individual,Manual,First Owner,90.3Nm@ 4200rpm,0.7837837837837824,0.046600741551632394,0.3857142857142857,0.12449664429530202,0.15525,0.24999999999999997
Maruti Ciaz,Diesel,Individual,Manual,First Owner,200Nm@ 1750rpm,0.9459459459459438,0.021181924170583986,0.6688095238095237,0.2093959731543624,0.22125,0.24999999999999997
Tata Indica,Diesel,Individual,Manual,Third Owner,"12.5@ 2,500(kgm@ rpm)",0.567567567567572,0.03812780242461626,0.4,0.2620805369127517,0.155,0.24999999999999997
Chevrolet Sail,Petrol,Individual,Manual,First Owner,108.5Nm@ 5000rpm,0.8378378378378386,0.009743456349112205,0.4333333333333333,0.1929530201342282,0.20600000000000002,0.24999999999999997
Maruti Omni,Petrol,Individual,Manual,First Owner,59Nm@ 2500rpm,0.8108108108108141,0.021181924170583986,0.4,0.057718120805369116,0.0855,0.24999999999999997
Mahindra Xylo,Diesel,Individual,Manual,First Owner,260 Nm at 1800-2200 rpm,0.8108108108108141,0.1270936632582857,0.3333333333333333,0.6288590604026845,0.28,0.5
Maruti Alto,Petrol,Individual,Manual,Third Owner,90Nm@ 3500rpm,0.7567567567567579,0.021181924170583986,0.4980952380952381,0.12550335570469798,0.16774999999999998,0.24999999999999997
Maruti Eeco,CNG,Individual,Manual,First Owner,85Nm@ 3000rpm,0.9189189189189193,0.0593101502421566,0.5223809523809524,0.19194630872483223,0.15425,0.24999999999999997
Hyundai Elite,Petrol,Individual,Automatic,First Owner,117nm@ 4000rpm,0.9729729729729755,0.006777927654656558,0.4142857142857142,0.19228187919463088,0.20465,0.24999999999999997
Hyundai i20,Diesel,Individual,Manual,First Owner,219.66nm@ 1500-2750rpm,0.8648648648648631,0.053379092853245304,0.5045238095238095,0.25906040268456376,0.22182500000000002,0.24999999999999997
Hyundai Xcent,Petrol,Individual,Manual,First Owner,113.75nm@ 4000rpm,0.9729729729729755,0.006354280698305751,0.4795238095238095,0.19228187919463088,0.20465,0.24999999999999997
Maruti Swift,Petrol,Individual,Manual,First Owner,114Nm@ 4000rpm,0.7297297297297334,0.084728967623205,0.41666666666666663,0.19228187919463088,0.2145,0.24999999999999997
Maruti Alto,Petrol,Individual,Manual,First Owner,62Nm@ 3000rpm,0.7027027027027017,0.05083721111514047,0.469047619047619,0.057718120805369116,0.11574999999999999,0.24999999999999997
Hyundai Getz,Petrol,Individual,Manual,Fourth & Above Owner,115Nm@ 3200rpm,0.5945945945945965,0.05083721111514047,0.36428571428571427,0.24060402684563756,0.20750000000000002,0.24999999999999997
Hyundai i10,Petrol,Individual,Automatic,Third Owner,111.8Nm@ 4000rpm,0.7297297297297334,0.046600741551632394,0.4035714285714285,0.19228187919463088,0.19725,0.24999999999999997
Maruti Eeco,Petrol,Individual,Manual,First Owner,101Nm@ 3000rpm,0.8918918918918948,0.016098160694374305,0.3659523809523809,0.19194630872483223,0.1825,0.24999999999999997
Tata Manza,Petrol,Individual,Manual,First Owner,116Nm@ 4750rpm,0.7297297297297334,0.04405885981352756,0.3571428571428571,0.24966442953020132,0.225,0.24999999999999997
Honda BR-V,Petrol,Individual,Manual,First Owner,145Nm@ 4600rpm,0.9189189189189193,0.05083721111514047,0.36666666666666664,0.2929530201342282,0.29325,0.41666666666666663
Maruti Vitara,Diesel,Individual,Automatic,First Owner,200Nm@ 1750rpm,0.9459459459459438,0.014827219825321886,0.5785714285714285,0.2093959731543624,0.22125,0.24999999999999997
Maruti Swift,Diesel,Individual,Manual,First Owner,190Nm@ 2000rpm,0.7567567567567579,0.08896543718671307,0.5452380952380952,0.2093959731543624,0.185,0.24999999999999997
Maruti 800,Petrol,Individual,Manual,Second Owner,59Nm@ 2500rpm,0.5405405405405403,0.014827219825321886,0.38333333333333336,0.057718120805369116,0.0925,0.16666666666666666
Maruti Ritz,Diesel,Individual,Manual,Third Owner,113Nm@ 4500rpm,0.7027027027027017,0.03600956764286223,0.5023809523809524,0.2093959731543624,0.18475000000000003,0.24999999999999997
Maruti Wagon,Petrol,Individual,Manual,First Owner,90Nm@ 3500rpm,0.7837837837837824,0.033891332861108195,0.44999999999999996,0.12550335570469798,0.16774999999999998,0.24999999999999997
Mercedes-Benz New,Diesel,Individual,Automatic,First Owner,400Nm@ 1400-2800rpm,0.7837837837837824,0.021181924170583986,0.35333333333333333,0.5097315436241611,0.425,0.24999999999999997
Hyundai i20,Diesel,Individual,Manual,First Owner,22.4 kgm at 1750-2750rpm,0.7027027027027017,0.01694545460707592,0.5476190476190476,0.25906040268456376,0.225,0.24999999999999997
Toyota Innova,Diesel,Individual,Manual,First Owner,20.4@ 1400-3400(kgm@ rpm),0.7297297297297334,0.09150731892481792,0.3047619047619048,0.6275167785234899,0.255,0.5
Maruti Wagon,Petrol,Individual,Manual,Second Owner,90Nm@ 3500rpm,0.9189189189189193,0.02753662851584609,0.48833333333333334,0.12550335570469798,0.16760000000000003,0.24999999999999997
Hyundai Getz,Petrol,Individual,Manual,Third Owner,115Nm@ 3200rpm,0.621621621621621,0.04236427198812433,0.36428571428571427,0.24060402684563756,0.20750000000000002,0.24999999999999997
Maruti Ciaz,Diesel,Individual,Manual,First Owner,200Nm@ 1750rpm,0.8648648648648631,0.03558592068651142,0.6688095238095237,0.2093959731543624,0.22125,0.24999999999999997
Toyota Innova,Diesel,Individual,Manual,First Owner,200Nm@ 1400-3400rpm,0.7837837837837824,0.08896543718671307,0.3092857142857143,0.6275167785234899,0.25,0.41666666666666663
Chevrolet Aveo,Petrol,Individual,Manual,First Owner,110Nm@ 4400rpm,0.7297297297297334,0.025418393734092055,0.3633333333333333,0.17651006711409398,0.18725000000000003,0.24999999999999997
Hyundai Getz,Petrol,Individual,Manual,Fourth & Above Owner,115Nm@ 3200rpm,0.621621621621621,0.04236427198812433,0.36428571428571427,0.24060402684563756,0.20750000000000002,0.24999999999999997
Maruti Swift,Petrol,Individual,Manual,Second Owner,"11.5@ 4,500(kgm@ rpm)",0.6486486486486527,0.03304403894840658,0.38333333333333336,0.22617449664429531,0.2205,0.24999999999999997
Honda City,Petrol,Individual,Manual,Fourth & Above Owner,13.1kgm@ 4600rpm,0.5135135135135158,0.06820673632552354,0.30952380952380953,0.2916107382550335,0.25,0.24999999999999997
Maruti Alto,Petrol,Individual,Manual,Third Owner,62Nm@ 3000rpm,0.5945945945945965,0.02965486329760012,0.469047619047619,0.057718120805369116,0.11574999999999999,0.24999999999999997
Tata Nano,Petrol,Individual,Manual,Third Owner,"48@ 3,000+/-500(NM@ rpm)",0.7297297297297334,0.021181924170583986,0.6190476190476191,0.0,0.08750000000000001,0.16666666666666666
Renault Lodgy,Diesel,Individual,Manual,First Owner,245Nm@ 1750rpm,0.9189189189189193,0.02753662851584609,0.4757142857142857,0.2808724832214765,0.27125,0.5
Renault KWID,Petrol,Individual,Manual,First Owner,72Nm@ 4386rpm,0.8648648648648631,0.021181924170583986,0.5992857142857143,0.05872483221476513,0.13325,0.24999999999999997
Maruti Wagon,Petrol,Individual,Manual,First Owner,113Nm@ 4200rpm,0.9729729729729755,0.010590750261813818,0.48857142857142855,0.19228187919463088,0.2045,0.24999999999999997
Mahindra Bolero,Diesel,Individual,Manual,First Owner,195Nm@ 1440-2200rpm,0.8108108108108141,0.04236427198812433,0.38,0.6372483221476509,0.15525,0.5833333333333334
Hyundai i20,Petrol,Individual,Manual,First Owner,114.7Nm@ 4000rpm,0.9459459459459438,0.0025414580911484897,0.4428571428571429,0.19228187919463088,0.204575,0.24999999999999997
Honda BRV,Diesel,Individual,Manual,First Owner,200Nm@ 1750rpm,0.8918918918918948,0.030550029316369378,0.5214285714285714,0.2932885906040268,0.2465,0.41666666666666663
Tata Indigo,Diesel,Individual,Manual,First Owner,140Nm@ 1800-3000rpm,0.7837837837837824,0.01694545460707592,0.5611904761904761,0.25906040268456376,0.17500000000000002,0.24999999999999997
Hyundai i20,Petrol,Individual,Manual,First Owner,114.7Nm@ 4000rpm,0.9189189189189193,0.0033887520038501035,0.4428571428571429,0.19228187919463088,0.204575,0.24999999999999997
Maruti Ritz,Petrol,Individual,Manual,First Owner,114Nm@ 4000rpm,0.7297297297297334,0.008472515480059785,0.5023809523809524,0.19228187919463088,0.2145,0.24999999999999997
Tata Indigo,Diesel,Individual,Manual,First Owner,135Nm@ 2500rpm,0.8378378378378386,0.019063689388829953,0.4545238095238095,0.2620805369127517,0.172525,0.24999999999999997
Maruti Swift,Diesel,Individual,Manual,First Owner,190Nm@ 2000rpm,0.8378378378378386,0.033891332861108195,0.557142857142857,0.2093959731543624,0.185,0.24999999999999997
Maruti Swift,Diesel,Individual,Manual,First Owner,190Nm@ 2000rpm,0.8378378378378386,0.03812780242461626,0.6,0.2093959731543624,0.185,0.24999999999999997
Maruti S-Cross,Diesel,Individual,Manual,First Owner,200Nm@ 1750rpm,0.9459459459459438,0.010590750261813818,0.5976190476190476,0.2093959731543624,0.22125,0.24999999999999997
Tata Manza,Diesel,Individual,Manual,Second Owner,200Nm@ 1750-3000rpm,0.7297297297297334,0.04236427198812433,0.44761904761904764,0.2093959731543624,0.225,0.24999999999999997
Ford Fiesta,Petrol,Individual,Manual,Second Owner,"16.3@ 2,000(kgm@ rpm)",0.621621621621621,0.025418393734092055,0.3952380952380953,0.25637583892617444,0.17,0.24999999999999997
Hyundai i20,Diesel,Individual,Manual,First Owner,219.66nm@ 1500-2750rpm,0.9459459459459438,0.012708985043567853,0.5045238095238095,0.25906040268456376,0.22190000000000001,0.24999999999999997
Mahindra Scorpio,Diesel,Individual,Manual,Third Owner,290Nm@ 1800-2800rpm,0.6486486486486527,0.05083721111514047,0.25,0.6661073825503355,0.3,0.41666666666666663
Tata Safari,Diesel,Individual,Manual,Second Owner,320Nm@ 1700-2700rpm,0.7567567567567579,0.033891332861108195,0.33166666666666667,0.5218120805369127,0.345075,0.41666666666666663
Volkswagen Vento,Diesel,Individual,Manual,Second Owner,250Nm@ 1500-2500rpm,0.7567567567567579,0.029231216341249314,0.489047619047619,0.3268456375838926,0.259,0.24999999999999997
Chevrolet Beat,Petrol,Individual,Manual,First Owner,108Nm@ 4400rpm,0.7297297297297334,0.03177309807935416,0.4428571428571429,0.1929530201342282,0.1985,0.24999999999999997
Maruti Alto,Petrol,Individual,Manual,Second Owner,62Nm@ 3000rpm,0.567567567567572,0.04787168242068482,0.469047619047619,0.057718120805369116,0.11574999999999999,0.24999999999999997
Hyundai Xcent,Diesel,Individual,Manual,Second Owner,180.4Nm@ 1750-2500rpm,0.8378378378378386,0.03812780242461626,0.5809523809523809,0.1664429530201342,0.17752500000000002,0.24999999999999997
Renault Pulse,Diesel,Individual,Manual,Third Owner,160Nm@ 2000rpm,0.7837837837837824,0.04236427198812433,0.5495238095238094,0.2808724832214765,0.1578,0.24999999999999997
Tata Indica,Diesel,Individual,Manual,First Owner,190Nm@ 1750-3000rpm,0.7837837837837824,0.046600741551632394,0.530952380952381,0.2093959731543624,0.185,0.24999999999999997
Ford EcoSport,Diesel,Individual,Manual,First Owner,205Nm@ 1750-3250rpm,0.8648648648648631,0.03812780242461626,0.5421428571428571,0.2932885906040268,0.24647500000000003,0.24999999999999997
Ford Figo,Diesel,Individual,Manual,Second Owner,160Nm@ 2000rpm,0.7567567567567579,0.04236427198812433,0.47619047619047616,0.2600671140939598,0.17,0.24999999999999997
Hyundai Xcent,Diesel,Individual,Manual,First Owner,190.25nm@ 1750-2250rpm,0.9189189189189193,0.021181924170583986,0.6047619047619047,0.18859060402684566,0.184925,0.24999999999999997
Fiat Grande,Diesel,Individual,Manual,First Owner,209Nm@ 2000rpm,0.7567567567567579,0.084728967623205,0.4880952380952381,0.2093959731543624,0.22925,0.24999999999999997
Hyundai Santa,Diesel,Individual,Automatic,Second Owner,436.39Nm@ 1800-2500rpm,0.8378378378378386,0.06185203198026144,0.30976190476190474,0.5285234899328859,0.48575,0.41666666666666663
Chevrolet Optra,Petrol,Individual,Manual,Second Owner,148Nm@ 4000rpm,0.7027027027027017,0.033891332861108195,0.30714285714285716,0.3268456375838926,0.25625,0.24999999999999997
Tata New,Diesel,Individual,Manual,Second Owner,320Nm@ 1700-2700rpm,0.7297297297297334,0.04085735976438451,0.2754761904761905,0.5218120805369127,0.34525,0.41666666666666663
Honda Accord,Petrol,Individual,Automatic,Second Owner,222Nm@ 4300rpm,0.7027027027027017,0.04236427198812433,0.2785714285714285,0.5805369127516778,0.444,0.24999999999999997
Maruti Swift,Petrol,Individual,Automatic,First Owner,113Nm@ 4200rpm,0.9729729729729755,0.004236045916551717,0.505,0.19228187919463088,0.2045,0.24999999999999997
Maruti Swift,Diesel,Individual,Manual,First Owner,190Nm@ 2000rpm,0.8378378378378386,0.046600741551632394,0.557142857142857,0.2093959731543624,0.185,0.24999999999999997
Tata Safari,Diesel,Individual,Manual,Second Owner,320Nm@ 1700-2700rpm,0.8378378378378386,0.03643321459921303,0.3333333333333333,0.5218120805369127,0.34525,0.41666666666666663
Maruti Swift,Diesel,Individual,Manual,First Owner,190Nm@ 2000rpm,0.8378378378378386,0.04236427198812433,0.557142857142857,0.2093959731543624,0.185,0.24999999999999997
Hyundai i20,Diesel,Individual,Manual,First Owner,219.7Nm@ 1500-2750rpm,0.8378378378378386,0.038551449380967065,0.5366666666666666,0.25906040268456376,0.22182500000000002,0.24999999999999997
Hyundai i10,Petrol,Individual,Manual,First Owner,111.8Nm@ 4000rpm,0.7027027027027017,0.04236427198812433,0.4847619047619047,0.19228187919463088,0.19725,0.24999999999999997
Maruti Swift,Diesel,Individual,Manual,Second Owner,190Nm@ 2000rpm,0.8108108108108141,0.05083721111514047,0.557142857142857,0.2093959731543624,0.185,0.24999999999999997
Honda City,Petrol,Individual,Manual,Second Owner,146Nm at 4800 rpm,0.7567567567567579,0.03812780242461626,0.40476190476190477,0.2929530201342282,0.295,0.24999999999999997
Maruti Alto,Petrol,Individual,Manual,Second Owner,69Nm@ 3500rpm,0.8918918918918948,0.025418393734092055,0.5414285714285714,0.057718120805369116,0.11825,0.24999999999999997
Renault KWID,Petrol,Individual,Manual,First Owner,72Nm@ 4386rpm,0.8918918918918948,0.021817394605110195,0.5992857142857143,0.05872483221476513,0.13325,0.24999999999999997
Chevrolet Sail,Diesel,Individual,Manual,Second Owner,190Nm@ 1750rpm,0.8918918918918948,0.025418393734092055,0.5261904761904762,0.2093959731543624,0.185,0.24999999999999997
Ford Figo,Diesel,Individual,Manual,Second Owner,160Nm@ 2000rpm,0.7837837837837824,0.04427068329170296,0.47619047619047616,0.2600671140939598,0.17,0.24999999999999997
Renault Duster,Diesel,Individual,Manual,Third Owner,248Nm@ 2250rpm,0.7837837837837824,0.05083721111514047,0.45261904761904764,0.2808724832214765,0.271125,0.24999999999999997
Maruti Swift,Diesel,Individual,Manual,Second Owner,190Nm@ 2000rpm,0.8378378378378386,0.04236427198812433,0.5452380952380952,0.2093959731543624,0.185,0.24999999999999997
Honda Civic,Petrol,Individual,Manual,Third Owner,172Nm@ 4300rpm,0.6756756756756772,0.03812780242461626,0.3214285714285714,0.3942953020134228,0.325,0.24999999999999997
Maruti Wagon,Petrol,Individual,Manual,Third Owner,90Nm@ 3500rpm,0.5945945945945965,0.06354661980566467,0.44999999999999996,0.12550335570469798,0.16774999999999998,0.24999999999999997
Maruti Wagon,Petrol,Individual,Automatic,First Owner,90Nm@ 3500rpm,0.621621621621621,0.025418393734092055,0.44999999999999996,0.12550335570469798,0.16774999999999998,0.24999999999999997
Hyundai Verna,Petrol,Individual,Manual,Second Owner,135.3Nm@ 5000rpm,0.8648648648648631,0.021181924170583986,0.415,0.25906040268456376,0.26375,0.24999999999999997
Hyundai Grand,Diesel,Individual,Manual,First Owner,190.24nm@ 1750-2250rpm,0.9729729729729755,0.004236045916551717,0.5714285714285714,0.18859060402684566,0.184925,0.24999999999999997
Mahindra Scorpio,Diesel,Individual,Manual,Third Owner,280Nm@ 1800-2800rpm,0.8648648648648631,0.05083721111514047,0.36666666666666664,0.46073825503355703,0.3,0.41666666666666663
Hyundai i20,Petrol,Individual,Manual,First Owner,114.7Nm@ 4000rpm,0.9189189189189193,0.01694545460707592,0.4428571428571429,0.19228187919463088,0.204575,0.24999999999999997
Hyundai Santro,Petrol,Individual,Manual,Second Owner,190Nm@ 2000rpm,0.567567567567572,0.05083721111514047,0.46345975276088397,0.27076890493535344,0.21931729724702384,0.2862210975488737
Maruti Alto,Petrol,Individual,Manual,First Owner,69Nm@ 3500rpm,0.8378378378378386,0.021181924170583986,0.5414285714285714,0.057718120805369116,0.11825,0.24999999999999997
Maruti Eeco,Petrol,Individual,Manual,First Owner,101Nm@ 3000rpm,0.9189189189189193,0.03812780242461626,0.3659523809523809,0.19194630872483223,0.1825,0.24999999999999997
Nissan Terrano,Diesel,Individual,Manual,First Owner,200Nm@ 1900rpm,0.8378378378378386,0.03812780242461626,0.48690476190476184,0.2808724832214765,0.2095,0.24999999999999997
Maruti Swift,Petrol,Individual,Manual,First Owner,113Nm@ 4200rpm,0.9729729729729755,0.004236045916551717,0.505,0.19228187919463088,0.2045,0.24999999999999997
Mahindra Supro,Diesel,Individual,Manual,First Owner,98Nm@ 1600-3000rpm,0.9459459459459438,0.004236045916551717,0.5595238095238095,0.09563758389261748,0.1125,0.5
Maruti Alto,Petrol,Individual,Manual,First Owner,90Nm@ 3500rpm,0.9729729729729755,0.011438044174515433,0.5702380952380952,0.12550335570469798,0.167625,0.24999999999999997
Maruti Swift,Diesel,Individual,Manual,First Owner,190Nm@ 2000rpm,0.8918918918918948,0.02965486329760012,0.633095238095238,0.2093959731543624,0.185,0.24999999999999997
Maruti Omni,Petrol,Individual,Manual,First Owner,59Nm@ 2500rpm,0.9189189189189193,0.021181924170583986,0.4,0.057718120805369116,0.0855,0.24999999999999997
Maruti Swift,Petrol,Individual,Manual,First Owner,190Nm@ 2000rpm,0.6756756756756772,0.025418393734092055,0.46345975276088397,0.27076890493535344,0.21931729724702384,0.2862210975488737
Hyundai Grand,Diesel,Individual,Manual,First Owner,160Nm@ 1500-2750rpm,0.8378378378378386,0.046600741551632394,0.5714285714285714,0.1664429530201342,0.17500000000000002,0.24999999999999997
Maruti Celerio,Diesel,Individual,Manual,Second Owner,125Nm@ 2000rpm,0.8648648648648631,0.04236427198812433,0.6576190476190477,0.05671140939597316,0.11750000000000001,0.24999999999999997
Mahindra Marazzo,Diesel,Individual,Manual,First Owner,300Nm@ 1750-2500rpm,0.9459459459459438,0.021181924170583986,0.4119047619047619,0.2929530201342282,0.3025,0.41666666666666663
Maruti Swift,Diesel,Individual,Manual,Second Owner,190Nm@ 2000rpm,0.7027027027027017,0.04448250676987836,0.4238095238095238,0.2093959731543624,0.1875,0.24999999999999997
Toyota Innova,Diesel,Individual,Manual,First Owner,200Nm@ 1200-3600rpm,0.8108108108108141,0.046600741551632394,0.3092857142857143,0.6275167785234899,0.2515,0.5
Mahindra XUV500,Diesel,Individual,Manual,Second Owner,330Nm@ 1600-2800rpm,0.8378378378378386,0.025418393734092055,0.35952380952380947,0.5218120805369127,0.35000000000000003,0.41666666666666663
Ford Ecosport,Petrol,Dealer,Manual,Second Owner,170Nm@ 1400-4500rpm,0.8108108108108141,0.02080148920378096,0.4495238095238095,0.12583892617449663,0.308425,0.24999999999999997
Hyundai Santro,Petrol,Individual,Manual,Third Owner,96.1Nm@ 3000rpm,0.7297297297297334,0.025418393734092055,0.4266666666666667,0.15503355704697988,0.15525,0.24999999999999997
Maruti Swift,Diesel,Individual,Manual,Second Owner,190Nm@ 2000rpm,0.7297297297297334,0.05083721111514047,0.46345975276088397,0.27076890493535344,0.21931729724702384,0.2862210975488737
Chevrolet Beat,Diesel,Individual,Manual,First Owner,150Nm@ 1750rpm,0.7837837837837824,0.03812780242461626,0.6057142857142858,0.10469798657718118,0.14400000000000002,0.24999999999999997
Renault Duster,Diesel,Individual,Manual,Second Owner,248Nm@ 2250rpm,0.8108108108108141,0.034314979817459,0.45261904761904764,0.2808724832214765,0.271125,0.24999999999999997
Hyundai Xcent,Diesel,Individual,Manual,First Owner,190.25nm@ 1750-2250rpm,0.9459459459459438,0.033891332861108195,0.6047619047619047,0.18859060402684566,0.184925,0.24999999999999997
Renault Duster,Diesel,Individual,Manual,Second Owner,248Nm@ 2250rpm,0.7837837837837824,0.04448250676987836,0.45261904761904764,0.2808724832214765,0.271125,0.24999999999999997
Mahindra Ingenio,Diesel,Individual,Manual,First Owner,190Nm@ 2000rpm,0.9189189189189193,0.025418393734092055,0.46345975276088397,0.27076890493535344,0.21931729724702384,0.2862210975488737
Maruti Ertiga,Petrol,Individual,Manual,First Owner,130Nm@ 4000rpm,0.9189189189189193,0.09616743544467679,0.41666666666666663,0.2513422818791946,0.22774999999999998,0.41666666666666663
Renault Duster,Diesel,Individual,Manual,Second Owner,248Nm@ 2250rpm,0.7837837837837824,0.04236427198812433,0.45261904761904764,0.2808724832214765,0.271125,0.24999999999999997
Maruti Eeco,CNG,Individual,Manual,First Owner,85Nm@ 3000rpm,0.9729729729729755,0.025418393734092055,0.5223809523809524,0.19194630872483223,0.15425,0.24999999999999997
Hyundai i20,Diesel,Individual,Manual,Third Owner,219.6Nm@ 1500-2750rpm,0.8108108108108141,0.02965486329760012,0.5214285714285714,0.25906040268456376,0.22190000000000001,0.24999999999999997
Volkswagen Vento,Diesel,Individual,Manual,Third Owner,250Nm@ 1500-2500rpm,0.7567567567567579,0.05083721111514047,0.489047619047619,0.3268456375838926,0.259,0.24999999999999997
Maruti Alto,Petrol,Individual,Manual,Third Owner,62Nm@ 3000rpm,0.7027027027027017,0.033891332861108195,0.469047619047619,0.057718120805369116,0.11574999999999999,0.24999999999999997
Tata New,Diesel,Individual,Manual,Fourth & Above Owner,320Nm@ 1700-2700rpm,0.6756756756756772,0.05083721111514047,0.2754761904761905,0.5218120805369127,0.34525,0.41666666666666663
Hyundai Santro,Petrol,Individual,Manual,First Owner,96.1Nm@ 3000rpm,0.8378378378378386,0.01694545460707592,0.4266666666666667,0.15503355704697988,0.15525,0.24999999999999997
Hyundai i10,Petrol,Individual,Manual,First Owner,111.7Nm@ 4000rpm,0.8378378378378386,0.022452865039636408,0.4847619047619047,0.19228187919463088,0.19725,0.24999999999999997
Maruti Swift,Diesel,Individual,Manual,First Owner,190Nm@ 2000rpm,0.9189189189189193,0.025418393734092055,0.6,0.2093959731543624,0.185,0.24999999999999997
Hyundai i20,Petrol,Individual,Manual,First Owner,114.7Nm@ 4000rpm,0.9189189189189193,0.012708985043567853,0.4428571428571429,0.19228187919463088,0.204575,0.24999999999999997
Volkswagen Vento,Diesel,Individual,Manual,Third Owner,250Nm@ 1500-2500rpm,0.8108108108108141,0.04236427198812433,0.489047619047619,0.3268456375838926,0.259,0.24999999999999997
Toyota Innova,Diesel,Individual,Manual,First Owner,343Nm@ 1400-2800rpm,0.9459459459459438,0.02965486329760012,0.3257142857142857,0.5936241610738254,0.36950000000000005,0.41666666666666663
Maruti Ertiga,Diesel,Individual,Manual,Fourth & Above Owner,200Nm@ 1750rpm,0.7837837837837824,0.04151697807542271,0.4945238095238095,0.2093959731543624,0.222,0.41666666666666663
Hyundai EON,Petrol,Individual,Manual,First Owner,74.5Nm@ 4000rpm,0.8378378378378386,0.025418393734092055,0.5023809523809524,0.06375838926174496,0.138,0.24999999999999997
Hyundai i10,Petrol,Individual,Manual,Third Owner,111.8Nm@ 4000rpm,0.7297297297297334,0.033891332861108195,0.4847619047619047,0.19228187919463088,0.19725,0.24999999999999997
Mahindra Ssangyong,Diesel,Dealer,Automatic,First Owner,402Nm@ 1600-3000rpm,0.8108108108108141,0.04956627024608804,0.26619047619047614,0.6953020134228187,0.46,0.41666666666666663
Honda Jazz,Petrol,Dealer,Manual,First Owner,110Nm@ 4800rpm,0.9459459459459438,0.003632772650708168,0.4452380952380952,0.1929530201342282,0.22175,0.24999999999999997
Tata Tigor,Petrol,Dealer,Automatic,First Owner,114Nm@ 3500rpm,0.9189189189189193,0.008355165273150611,0.48333333333333334,0.1929530201342282,0.21,0.24999999999999997
Honda City,Petrol,Dealer,Manual,First Owner,146Nm@ 4800rpm,0.8918918918918948,0.009085108978943051,0.4,0.2929530201342282,0.29075,0.24999999999999997
Maruti S-Cross,Diesel,Dealer,Manual,First Owner,200Nm@ 1750rpm,0.9189189189189193,0.02215165205367098,0.5976190476190476,0.2093959731543624,0.22125,0.24999999999999997
Mahindra Scorpio,Diesel,Dealer,Manual,First Owner,280Nm@ 1800-2800rpm,0.9189189189189193,0.02212919876498439,0.36666666666666664,0.5218120805369127,0.3,0.41666666666666663
Mahindra Scorpio,Diesel,Dealer,Manual,First Owner,280Nm@ 1800-2800rpm,0.9189189189189193,0.02307562606547209,0.36666666666666664,0.5218120805369127,0.3,0.41666666666666663
Hyundai i20,Diesel,Dealer,Manual,First Owner,22.4 kgm at 1750-2750rpm,0.9189189189189193,0.010790287978255049,0.5214285714285714,0.25906040268456376,0.225,0.24999999999999997
Tata Tiago,Petrol,Dealer,Manual,First Owner,113Nm@ 3300rpm,0.9729729729729755,0.014373070288113821,0.5676190476190476,0.1929530201342282,0.21120000000000003,0.24999999999999997
